timestamp,open,high,low,close,volume
2025-11-11 03:45:00,169.62,170.2,169.5,169.97,35073.142
2025-11-11 04:00:00,169.97,170.11,168.91,168.98,32991.931
2025-11-11 04:15:00,168.97,169.35,168.58,168.7,26946.779
2025-11-11 04:30:00,168.7,169.03,167.7,167.93,53222.533
2025-11-11 04:45:00,167.92,167.95,166.57,166.92,83106.226
2025-11-11 05:00:00,166.92,166.93,165.0,165.2,201702.351
2025-11-11 05:15:00,165.21,165.94,165.04,165.9,50963.53
2025-11-11 05:30:00,165.9,165.94,165.22,165.43,33171.675
2025-11-11 05:45:00,165.43,165.9,165.06,165.16,33318.91
2025-11-11 06:00:00,165.16,165.29,163.57,164.31,123356.8
2025-11-11 06:15:00,164.3,165.06,164.28,164.76,41622.996
2025-11-11 06:30:00,164.75,165.32,164.72,164.73,37196.783
2025-11-11 06:45:00,164.74,165.19,163.8,164.95,89766.529
2025-11-11 07:00:00,164.95,165.2,164.5,165.14,45057.115
2025-11-11 07:15:00,165.15,165.22,164.34,165.0,28316.831
2025-11-11 07:30:00,165.0,165.15,164.22,164.63,14317.523
2025-11-11 07:45:00,164.63,164.94,163.87,163.98,27886.036
2025-11-11 08:00:00,163.98,164.93,163.6,164.52,27232.423
2025-11-11 08:15:00,164.53,164.75,164.0,164.03,24952.375
2025-11-11 08:30:00,164.02,164.46,163.82,164.37,19995.953
2025-11-11 08:45:00,164.37,164.5,163.96,164.01,23992.144
2025-11-11 09:00:00,164.01,164.97,163.77,163.78,35428.217
2025-11-11 09:15:00,163.78,164.17,163.15,164.11,37211.328
2025-11-11 09:30:00,164.12,164.55,163.89,163.92,22210.133
2025-11-11 09:45:00,163.92,164.26,163.84,164.02,25801.516
2025-11-11 10:00:00,164.02,164.38,163.25,163.78,27776.599
2025-11-11 10:15:00,163.79,164.34,162.7,163.27,196088.706
2025-11-11 10:30:00,163.28,163.67,162.82,163.61,24925.48
2025-11-11 10:45:00,163.61,163.77,163.32,163.77,12652.46
2025-11-11 11:00:00,163.78,164.58,163.78,164.54,24491.385
2025-11-11 11:15:00,164.54,164.55,163.64,163.85,32427.407
2025-11-11 11:30:00,163.84,164.27,163.79,164.19,14251.147
2025-11-11 11:45:00,164.18,164.3,163.0,163.69,27011.118
2025-11-11 12:00:00,163.69,164.37,163.38,163.7,20188.841
2025-11-11 12:15:00,163.69,163.84,163.1,163.32,18326.874
2025-11-11 12:30:00,163.31,163.59,163.0,163.05,22970.204
2025-11-11 12:45:00,163.04,163.62,162.56,163.34,52378.467
2025-11-11 13:00:00,163.34,163.96,163.34,163.76,15985.208
