timestamp,open,high,low,close,volume
2025-11-19 11:42:00,91553.6,91601.53,91553.6,91579.49,8.75817
2025-11-19 11:45:00,91579.49,91595.96,91512.84,91539.75,10.38744
2025-11-19 11:48:00,91539.75,91569.91,91512.08,91568.98,18.35547
2025-11-19 11:51:00,91568.97,91571.85,91425.58,91446.98,41.51749
2025-11-19 11:54:00,91446.99,91458.4,91334.18,91401.75,15.35162
2025-11-19 11:57:00,91401.75,91439.82,91401.74,91410.22,5.86216
2025-11-19 12:00:00,91410.23,91446.9,91394.77,91442.37,12.21379
2025-11-19 12:03:00,91442.37,91511.22,91386.3,91482.01,18.90111
2025-11-19 12:06:00,91482.01,91597.15,91482.01,91573.67,19.98431
2025-11-19 12:09:00,91573.66,91594.63,91338.13,91345.79,19.24247
2025-11-19 12:12:00,91345.79,91427.52,91345.78,91427.52,10.28837
2025-11-19 12:15:00,91427.52,91438.93,91366.85,91428.28,42.98643
2025-11-19 12:18:00,91428.28,91428.28,91273.01,91273.02,33.44552
2025-11-19 12:21:00,91273.02,91435.72,91220.0,91405.51,30.04011
2025-11-19 12:24:00,91405.51,91461.52,91403.89,91403.9,16.29847
2025-11-19 12:27:00,91403.91,91451.79,91362.83,91362.84,10.25561
2025-11-19 12:30:00,91362.84,91514.9,91362.84,91448.09,17.30673
2025-11-19 12:33:00,91448.09,91496.62,91424.56,91453.81,14.43585
2025-11-19 12:36:00,91453.82,91460.14,91309.44,91338.4,23.87343
2025-11-19 12:39:00,91338.41,91399.99,91335.66,91375.78,9.12346
2025-11-19 12:42:00,91375.78,91473.83,91375.78,91463.29,7.33784
2025-11-19 12:45:00,91463.28,91575.5,91432.35,91546.63,26.95846
2025-11-19 12:48:00,91546.62,91665.7,91529.41,91665.7,21.91525
2025-11-19 12:51:00,91665.7,91761.66,91643.46,91654.02,28.59788
2025-11-19 12:54:00,91654.01,91742.5,91654.01,91742.46,73.80805
2025-11-19 12:57:00,91742.45,91879.85,91737.23,91780.0,167.29711
2025-11-19 13:00:00,91780.0,91799.99,91688.0,91711.35,15.87028
2025-11-19 13:03:00,91711.35,91722.71,91568.88,91601.62,15.41183
2025-11-19 13:06:00,91601.61,91631.63,91550.39,91618.1,13.82207
2025-11-19 13:09:00,91618.1,91729.99,91613.51,91660.44,27.36255
2025-11-19 13:12:00,91660.44,91710.42,91609.19,91609.2,14.2173
2025-11-19 13:15:00,91609.19,91798.25,91595.43,91781.17,16.59456
2025-11-19 13:18:00,91781.17,91781.17,91723.6,91776.15,20.59568
2025-11-19 13:21:00,91776.14,91795.55,91581.6,91642.76,43.31308
2025-11-19 13:24:00,91642.76,91772.98,91611.81,91768.27,26.17689
2025-11-19 13:27:00,91768.28,91792.99,91750.0,91789.75,10.77266
2025-11-19 13:30:00,91789.76,91900.0,91726.6,91738.07,37.23087
2025-11-19 13:33:00,91738.07,91738.07,91526.67,91532.84,50.19523
2025-11-19 13:36:00,91532.84,91532.84,91355.36,91496.51,63.08348
2025-11-19 13:39:00,91496.51,91519.45,91350.29,91505.28,88.34901
2025-11-19 13:42:00,91505.28,91511.69,91424.66,91488.61,31.02676
2025-11-19 13:45:00,91488.61,91542.0,91472.59,91508.19,24.39136
2025-11-19 13:48:00,91508.19,91508.19,91309.05,91402.02,56.36216
2025-11-19 13:51:00,91402.02,91457.53,91228.82,91389.89,91.16482
2025-11-19 13:54:00,91389.89,91442.97,91320.0,91419.7,47.47085
2025-11-19 13:57:00,91419.71,91432.91,91366.15,91405.02,34.66346
2025-11-19 14:00:00,91405.02,91477.43,91326.84,91339.5,25.49082
2025-11-19 14:03:00,91339.49,91390.41,91253.86,91273.01,20.77113
2025-11-19 14:06:00,91273.01,91326.83,91221.1,91244.76,58.17718
2025-11-19 14:09:00,91244.75,91339.7,91148.0,91317.12,52.85464
2025-11-19 14:12:00,91317.13,91533.13,91274.02,91485.9,28.34395
2025-11-19 14:15:00,91485.9,91509.38,91392.16,91421.98,39.97739
2025-11-19 14:18:00,91421.97,91428.64,91234.73,91295.57,35.75113
2025-11-19 14:21:00,91295.58,91345.79,91222.0,91313.48,38.33058
2025-11-19 14:24:00,91313.48,91313.48,91055.0,91120.39,117.3662
2025-11-19 14:27:00,91120.39,91183.07,91037.5,91121.93,65.05951
2025-11-19 14:30:00,91121.94,91399.42,91105.77,91294.06,129.23162
2025-11-19 14:33:00,91294.0,91652.7,91291.68,91556.0,63.73543
2025-11-19 14:36:00,91556.0,91661.41,91426.0,91432.4,126.05525
2025-11-19 14:39:00,91432.41,91577.42,91260.0,91496.59,114.32848
2025-11-19 14:42:00,91496.59,91857.3,91496.59,91784.04,91.06459
2025-11-19 14:45:00,91784.03,91854.27,91599.64,91715.26,113.83886
2025-11-19 14:48:00,91715.27,91805.99,91500.0,91602.05,80.48545
2025-11-19 14:51:00,91602.04,91746.13,91527.99,91707.01,78.90511
2025-11-19 14:54:00,91707.01,91716.32,91500.0,91550.41,71.91014
2025-11-19 14:57:00,91550.41,91750.41,91500.0,91713.44,37.7059
2025-11-19 15:00:00,91713.45,91912.0,91695.55,91839.02,101.71942
2025-11-19 15:03:00,91839.01,91955.55,91794.3,91880.17,78.67017
2025-11-19 15:06:00,91880.17,92282.99,91867.14,92212.61,281.29324
2025-11-19 15:09:00,92212.6,92335.55,91982.05,92144.25,125.38792
2025-11-19 15:12:00,92144.24,92178.84,92000.0,92035.89,114.72932
2025-11-19 15:15:00,92035.89,92384.61,92032.01,92346.0,87.82141
2025-11-19 15:18:00,92346.0,92346.0,91745.82,91745.83,147.87273
2025-11-19 15:21:00,91745.83,91843.82,91306.37,91459.5,174.64571
2025-11-19 15:24:00,91459.49,91540.82,91159.06,91261.84,124.3476
2025-11-19 15:27:00,91261.83,91359.49,91127.47,91235.13,95.6814
2025-11-19 15:30:00,91235.14,91252.61,90800.0,90920.67,311.92002
2025-11-19 15:33:00,90920.68,90949.06,90692.0,90770.23,92.48311
2025-11-19 15:36:00,90770.23,90900.0,90655.7,90694.5,56.84155
2025-11-19 15:39:00,90694.49,90847.79,90568.17,90782.01,98.80547
2025-11-19 15:42:00,90782.0,90860.0,90585.65,90696.85,67.58641
2025-11-19 15:45:00,90696.88,90700.0,90370.61,90392.53,112.23895
2025-11-19 15:48:00,90392.52,90440.0,90250.01,90250.01,83.38584
2025-11-19 15:51:00,90250.02,90372.75,90000.0,90100.0,289.80335
2025-11-19 15:54:00,90100.0,91109.13,89900.0,89922.53,702.98306
2025-11-19 15:57:00,89922.53,89970.78,89880.0,89951.7,144.10678
2025-11-19 16:00:00,89951.7,90196.64,89900.05,90175.25,249.67797
2025-11-19 16:03:00,90175.25,90199.45,89928.02,89935.7,137.53212
2025-11-19 16:06:00,89935.69,90213.2,89911.29,90134.46,90.40923
2025-11-19 16:09:00,90134.46,90228.81,90016.99,90090.17,47.64686
2025-11-19 16:12:00,90090.17,90165.99,89932.99,90124.4,63.37365
2025-11-19 16:15:00,90124.4,90232.56,89969.7,90003.19,83.83959
2025-11-19 16:18:00,90003.18,90008.13,89708.6,89782.01,153.85905
2025-11-19 16:21:00,89782.01,90071.6,89782.0,89816.88,74.24805
2025-11-19 16:24:00,89816.88,89816.88,89610.0,89613.76,207.67521
2025-11-19 16:27:00,89613.76,89764.04,89600.0,89696.37,129.57396
2025-11-19 16:30:00,89696.36,89823.99,89646.0,89733.69,116.43539
2025-11-19 16:33:00,89733.7,89820.99,89500.0,89535.24,316.04162
2025-11-19 16:36:00,89535.25,89585.15,89453.88,89480.69,141.78398
2025-11-19 16:39:00,89480.69,89763.57,89474.46,89753.39,124.93921
2025-11-19 16:42:00,89753.39,89862.85,89694.32,89712.15,90.16012
2025-11-19 16:45:00,89712.15,89861.47,89642.95,89771.02,87.11847
2025-11-19 16:48:00,89771.02,89771.02,89465.05,89590.07,103.41747
2025-11-19 16:51:00,89590.08,89683.42,89500.0,89595.21,58.16101
2025-11-19 16:54:00,89595.22,89782.72,89469.32,89733.7,70.97674
