timestamp,open,high,low,close,volume
2025-11-19 11:42:00,923.39,923.53,922.8,923.1,204.922
2025-11-19 11:45:00,923.1,923.15,922.36,922.46,221.31
2025-11-19 11:48:00,922.46,923.16,922.2,923.15,149.839
2025-11-19 11:51:00,923.15,923.15,921.41,921.55,121.555
2025-11-19 11:54:00,921.54,921.72,920.36,921.08,196.915
2025-11-19 11:57:00,921.08,921.97,921.06,921.62,215.73
2025-11-19 12:00:00,921.61,921.7,920.66,920.9,247.475
2025-11-19 12:03:00,920.9,922.5,920.31,921.89,397.038
2025-11-19 12:06:00,921.88,923.4,921.88,923.28,144.24
2025-11-19 12:09:00,923.28,923.51,921.6,921.69,155.152
2025-11-19 12:12:00,921.69,922.43,921.61,921.61,392.014
2025-11-19 12:15:00,921.6,922.0,920.86,922.0,145.303
2025-11-19 12:18:00,921.99,922.0,920.64,920.65,149.525
2025-11-19 12:21:00,920.64,922.2,920.46,921.95,204.796
2025-11-19 12:24:00,921.95,922.52,921.43,921.64,350.406
2025-11-19 12:27:00,921.64,922.49,921.64,921.99,171.066
2025-11-19 12:30:00,921.99,923.35,921.98,922.09,195.87
2025-11-19 12:33:00,922.08,922.58,921.73,922.02,262.424
2025-11-19 12:36:00,922.02,922.24,920.58,921.65,213.855
2025-11-19 12:39:00,921.65,922.3,921.5,921.81,136.741
2025-11-19 12:42:00,921.81,922.88,921.8,922.8,186.649
2025-11-19 12:45:00,922.8,924.05,922.5,923.8,192.994
2025-11-19 12:48:00,923.8,924.6,923.72,924.6,109.151
2025-11-19 12:51:00,924.6,925.44,924.07,924.35,282.381
2025-11-19 12:54:00,924.36,924.61,924.2,924.39,148.789
2025-11-19 12:57:00,924.4,925.35,924.24,924.49,241.181
2025-11-19 13:00:00,924.49,924.59,923.2,923.32,118.567
2025-11-19 13:03:00,923.31,923.34,921.85,922.15,146.154
2025-11-19 13:06:00,922.15,922.83,922.01,922.78,155.086
2025-11-19 13:09:00,922.79,923.8,922.78,923.11,92.6
2025-11-19 13:12:00,923.1,923.47,922.66,922.67,111.345
2025-11-19 13:15:00,922.66,924.21,922.5,924.21,215.511
2025-11-19 13:18:00,924.21,924.21,923.3,923.89,180.294
2025-11-19 13:21:00,923.89,924.11,921.02,921.71,399.15
2025-11-19 13:24:00,921.7,923.6,921.4,923.5,247.882
2025-11-19 13:27:00,923.5,923.67,922.8,922.86,202.408
2025-11-19 13:30:00,922.87,923.9,921.76,922.11,228.605
2025-11-19 13:33:00,922.1,922.15,920.3,920.99,377.063
2025-11-19 13:36:00,920.99,921.6,920.18,921.4,201.294
2025-11-19 13:39:00,921.4,921.4,920.14,920.82,464.258
2025-11-19 13:42:00,920.82,920.82,920.0,920.13,140.765
2025-11-19 13:45:00,920.14,920.65,919.74,919.96,192.185
2025-11-19 13:48:00,919.97,920.12,918.78,919.2,380.735
2025-11-19 13:51:00,919.21,919.58,916.63,917.6,592.008
2025-11-19 13:54:00,917.59,917.76,916.14,917.49,655.353
2025-11-19 13:57:00,917.49,917.97,917.05,917.24,253.316
2025-11-19 14:00:00,917.24,918.3,916.68,916.69,277.08
2025-11-19 14:03:00,916.68,917.0,915.0,915.35,623.722
2025-11-19 14:06:00,915.35,915.56,914.0,914.18,685.724
2025-11-19 14:09:00,914.18,915.23,913.26,915.02,819.433
2025-11-19 14:12:00,915.03,917.75,914.49,917.5,352.543
2025-11-19 14:15:00,917.5,917.9,915.81,916.59,296.899
2025-11-19 14:18:00,916.6,916.64,913.46,914.1,958.576
2025-11-19 14:21:00,914.1,914.3,913.15,914.01,293.428
2025-11-19 14:24:00,914.0,914.0,910.82,911.69,1125.921
2025-11-19 14:27:00,911.69,912.41,910.8,911.25,611.851
2025-11-19 14:30:00,911.26,914.76,910.97,913.61,1448.914
2025-11-19 14:33:00,913.6,917.73,913.58,916.89,622.016
2025-11-19 14:36:00,916.89,917.78,914.7,914.7,582.689
2025-11-19 14:39:00,914.71,916.62,913.34,916.12,492.676
