timestamp,open,high,low,close,volume
2025-11-19 11:42:00,138.82,138.93,138.8,138.82,1037.954
2025-11-19 11:45:00,138.83,138.9,138.71,138.74,5126.572
2025-11-19 11:48:00,138.74,138.91,138.71,138.91,3370.865
2025-11-19 11:51:00,138.9,138.91,138.58,138.59,4542.374
2025-11-19 11:54:00,138.6,138.62,138.35,138.52,7654.944
2025-11-19 11:57:00,138.53,138.63,138.52,138.56,2176.343
2025-11-19 12:00:00,138.57,138.73,138.39,138.43,3535.109
2025-11-19 12:03:00,138.44,138.72,138.27,138.58,3154.255
2025-11-19 12:06:00,138.57,138.99,138.57,138.95,3185.565
2025-11-19 12:09:00,138.95,139.02,138.5,138.57,4353.476
2025-11-19 12:12:00,138.57,138.74,138.57,138.71,1849.539
2025-11-19 12:15:00,138.71,138.85,138.56,138.85,3227.753
2025-11-19 12:18:00,138.84,138.84,138.42,138.43,2222.039
2025-11-19 12:21:00,138.43,138.73,138.3,138.68,4312.668
2025-11-19 12:24:00,138.69,138.78,138.59,138.73,2670.96
2025-11-19 12:27:00,138.73,138.85,138.48,138.48,20158.375
2025-11-19 12:30:00,138.48,138.82,138.48,138.61,4672.623
2025-11-19 12:33:00,138.61,138.8,138.55,138.62,3031.036
2025-11-19 12:36:00,138.62,138.63,138.18,138.41,3384.074
2025-11-19 12:39:00,138.41,138.55,138.34,138.47,1796.822
2025-11-19 12:42:00,138.47,138.71,138.44,138.65,3746.21
2025-11-19 12:45:00,138.64,138.96,138.55,138.8,3887.964
2025-11-19 12:48:00,138.8,139.03,138.77,139.03,10716.167
2025-11-19 12:51:00,139.02,139.23,138.82,138.89,3941.076
2025-11-19 12:54:00,138.89,138.98,138.81,138.85,4063.528
2025-11-19 12:57:00,138.85,139.16,138.85,138.95,4272.576
2025-11-19 13:00:00,138.95,138.96,138.65,138.7,4114.239
2025-11-19 13:03:00,138.69,138.7,138.13,138.17,14280.974
2025-11-19 13:06:00,138.17,138.33,138.12,138.27,2255.29
2025-11-19 13:09:00,138.27,138.57,138.27,138.4,2501.163
2025-11-19 13:12:00,138.41,138.57,138.34,138.4,4479.282
2025-11-19 13:15:00,138.41,138.82,138.37,138.75,2722.645
2025-11-19 13:18:00,138.74,138.76,138.56,138.7,2162.292
2025-11-19 13:21:00,138.69,138.74,138.15,138.22,2631.087
2025-11-19 13:24:00,138.23,138.75,138.18,138.64,2898.646
2025-11-19 13:27:00,138.65,138.74,138.6,138.7,4434.642
2025-11-19 13:30:00,138.7,138.93,138.47,138.5,2265.549
2025-11-19 13:33:00,138.51,138.54,137.8,137.94,24437.551
2025-11-19 13:36:00,137.94,138.09,137.82,138.04,5316.434
2025-11-19 13:39:00,138.04,138.04,137.75,137.94,4017.756
2025-11-19 13:42:00,137.93,137.98,137.8,137.82,3273.222
2025-11-19 13:45:00,137.82,137.94,137.37,137.45,14661.678
2025-11-19 13:48:00,137.45,137.51,137.22,137.4,29638.118
2025-11-19 13:51:00,137.4,137.53,136.84,137.04,36250.559
2025-11-19 13:54:00,137.04,137.1,136.79,137.08,8678.441
2025-11-19 13:57:00,137.09,137.09,136.69,136.73,12328.383
2025-11-19 14:00:00,136.74,137.01,136.62,136.65,19333.737
2025-11-19 14:03:00,136.65,136.84,136.21,136.24,22810.101
2025-11-19 14:06:00,136.24,136.41,136.0,136.36,31085.543
2025-11-19 14:09:00,136.37,136.57,136.09,136.51,13729.073
2025-11-19 14:12:00,136.52,137.0,136.46,136.89,8988.855
2025-11-19 14:15:00,136.89,137.16,136.66,136.88,20373.247
2025-11-19 14:18:00,136.89,136.92,136.48,136.62,10163.389
2025-11-19 14:21:00,136.61,136.61,136.35,136.52,8032.145
2025-11-19 14:24:00,136.53,136.53,136.02,136.21,18555.528
2025-11-19 14:27:00,136.22,136.23,136.02,136.18,8331.87
2025-11-19 14:30:00,136.19,136.74,136.19,136.45,14803.468
2025-11-19 14:33:00,136.45,137.3,136.45,137.18,17483.93
2025-11-19 14:36:00,137.17,137.37,136.8,136.83,35369.839
2025-11-19 14:39:00,136.83,137.1,136.53,136.97,13654.256
